web-scraper-order,web-scraper-start-url,paging,paging-href,links,links-href,title,price,priceWas,Rating,Rating_Count,discount
"1666980767-251","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","USE CODE DISC50 - BUY FOR 500 & GET 50 OFFAthlete Home
Balance Plate Grey ……EGP 250.00","https://www.noon.com/egypt-en/balance-plate-grey-v6146cm/N51237059A/p/?o=f6c1da91d1a8672c","Balance Plate Grey V6146cm","EGP 250.00 (Inclusive of VAT)","null","null","null","null"
"1666980772-252","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","body heart Yoga Ball
With Air Pump - 65 c……EGP 250.00 4.04","https://www.noon.com/egypt-en/yoga-ball-with-air-pump-65-cm-65centimeter/N16529616A/p/?o=ec15e7545a6ee04e","Yoga Ball With Air Pump - 65 cm 65centimeter","EGP 250.00 (Inclusive of VAT)","null","4.0","4 Ratings","null"
"1666980776-253","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","UFIT PVC Yoga Mat
With Carrying Bag - ……EGP 250.00","https://www.noon.com/egypt-en/pvc-yoga-mat-with-carrying-bag-6-mm-183-61-1cm/N44711355A/p/?o=c9e27d3215556adf","PVC Yoga Mat With Carrying Bag - 6 MM 183 × 61 × 1cm","EGP 250.00 (Inclusive of VAT)","null","null","null","null"
"1666980782-254","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","USE CODE DISC50 - BUY FOR 500 & GET 50 OFFAthlete Home Leather
Gym Sand Bag 120c……EGP 750.00","https://www.noon.com/egypt-en/leather-gym-sand-bag-120cm/N52997041A/p/?o=a5bbac76bcbe721f","Leather Gym Sand Bag 120cm","EGP 750.00 (Inclusive of VAT)","null","null","null","null"
"1666980787-255","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","KIMJALY Yoga Mat 8
Mm …EGP 899.00","https://www.noon.com/egypt-en/yoga-mat-8-mm/Z1260A0660CAFADFB0A64Z/p/?o=z1260a0660cafadfb0a64z-1","Yoga Mat 8 Mm","EGP 899.00 (Inclusive of VAT)","null","null","null","null"
"1666980792-256","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","Gymbit Yoga Mat With
Carrying Strap And ……EGP 250.00","https://www.noon.com/egypt-en/yoga-mat-with-carrying-strap-and-bag-10millimeter/N44712209A/p/?o=b95775a18db4a05b","Yoga Mat With Carrying Strap And Bag 10millimeter","EGP 250.00 (Inclusive of VAT)","null","null","null","null"
"1666980797-257","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","USE CODE DISC50 - BUY FOR 500 & GET 50 OFFAthlete Home Athlete
Home Exercise Mat ……EGP 200.00","https://www.noon.com/egypt-en/athlete-home-exercise-mat-6-mm-phosphoric-pvc/Z9ED1A5930C33B31980CFZ/p/?o=z9ed1a5930c33b31980cfz-1","Athlete Home Exercise Mat 6 mm Phosphoric PVC","EGP 200.00 (Inclusive of VAT)","null","null","null","null"
"1666980802-258","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","USE CODE DISC50 - BUY FOR 500 & GET 50 OFFAthlete Home
Exercise Mat 5Mm P……EGP 199.00EGP 30033% Off","https://www.noon.com/egypt-en/exercise-mat-5mm-pvc/ZC1E99B20CC108A95E407Z/p/?o=zc1e99b20cc108a95e407z-1","Exercise Mat 5Mm Pvc","EGP 199.00 Inclusive of VAT","EGP 300.00","null","null","33% Off"
"1666980808-259","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","BODY SCULPTURE
Travel Size Foam Rol……EGP 315.00EGP 36513% Off","https://www.noon.com/egypt-en/travel-size-foam-roller-30x10cm/N52252209A/p/?o=d41bc412e8b599ee","Travel Size Foam Roller 30x10cm","EGP 315.00 Inclusive of VAT","EGP 365.00","null","null","13% Off"
"1666980812-260","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","USE CODE DISC50 - BUY FOR 500 & GET 50 OFFAthlete Home
Exercise Yoga Aerob……EGP 230.30","https://www.noon.com/egypt-en/exercise-yoga-aerobic-ball-65cm/N51237306A/p/?o=f19bdd7f1050d24f","Exercise Yoga Aerobic Ball 65cm","EGP 230.30 (Inclusive of VAT)","null","null","null","null"
"1666980820-261","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","USE CODE DISC50 - BUY FOR 500 & GET 50 OFFAthlete Home Heat
Yoga Ball With Blow……EGP 253.05","https://www.noon.com/egypt-en/heat-yoga-ball-with-blower-75centimeter/N38132275A/p/?o=c98ec42067393dac","Heat Yoga Ball With Blower 75centimeter","EGP 253.05 (Inclusive of VAT)","null","null","null","null"
"1666980826-262","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","Suria Foam Block …EGP 80.00","https://www.noon.com/egypt-en/foam-block/N44713798A/p/?o=d591bb58837d364d","Foam Block","EGP 80.00 (Inclusive of VAT)","null","null","null","null"
"1666980831-263","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","USE CODE DISC50 - BUY FOR 500 & GET 50 OFFAthlete Home Yoga
Foam Roller Size 60……EGP 400.00","https://www.noon.com/egypt-en/yoga-foam-roller-size-60cm/ZE743854E8061A9327999Z/p/?o=ze743854e8061a9327999z-1","Yoga Foam Roller Size 60Cm","EGP 400.00 (Inclusive of VAT)","null","null","null","null"
"1666980835-264","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","USE CODE DISC50 - BUY FOR 500 & GET 50 OFFAthlete Home
Exercise Mat 5Mm E……EGP 228.00","https://www.noon.com/egypt-en/exercise-mat-5mm-eva/ZDED9F1F3D74EBD31CD90Z/p/?o=zded9f1f3d74ebd31cd90z-1","Exercise Mat 5Mm Eva","EGP 228.00 (Inclusive of VAT)","null","null","null","null"
"1666980842-265","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","USE CODE DISC50 - BUY FOR 500 & GET 50 OFFAthlete Home
Exercise Mat …EGP 280.00EGP 35020% Off","https://www.noon.com/egypt-en/exercise-mat/ZAC8A4707183C0448FE35Z/p/?o=zac8a4707183c0448fe35z-1","Exercise Mat","EGP 280.00 Inclusive of VAT","EGP 350.00","null","null","20% Off"
"1666980847-266","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","UFIT Yoga Mat With
Carrying Strap & Ba……EGP 319.00 4.73","https://www.noon.com/egypt-en/yoga-mat-with-carrying-strap-bag-10-mm-183-x-61-x-1cm/N44711368A/p/?o=ccdc870db72447af","Yoga Mat With Carrying Strap & Bag- 10 Mm 183 x 61 x 1cm","EGP 319.00 (Inclusive of VAT)","null","4.7","3 Ratings","null"
"1666980851-267","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","USE CODE DISC50 - BUY FOR 500 & GET 50 OFFAthlete Home
Exercise Mat …EGP 350.00","https://www.noon.com/egypt-en/exercise-mat/Z5F0AC957140F7E60D2E9Z/p/?o=z5f0ac957140f7e60d2e9z-1","Exercise Mat","EGP 350.00 (Inclusive of VAT)","null","null","null","null"
"1666980857-268","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","USE CODE DISC50 - BUY FOR 500 & GET 50 OFFAthlete Home
Exercise Mat 5Mm E……EGP 228.00","https://www.noon.com/egypt-en/exercise-mat-5mm-eva/ZC67D1F852D66632BD795Z/p/?o=zc67d1f852d66632bd795z-1","Exercise Mat 5Mm Eva","EGP 228.00 (Inclusive of VAT)","null","null","null","null"
"1666980862-269","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","USE CODE DISC50 - BUY FOR 500 & GET 50 OFFAthlete Home
Exercise Mat …EGP 280.00EGP 35020% Off","https://www.noon.com/egypt-en/exercise-mat/Z4CFA9AF7F657C560B1CFZ/p/?o=z4cfa9af7f657c560b1cfz-1","Exercise Mat","EGP 280.00 Inclusive of VAT","EGP 350.00","null","null","20% Off"
"1666980866-270","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","USE CODE DISC50 - BUY FOR 500 & GET 50 OFFAthlete Home Athlete
Home Yoga Foam R……EGP 300.00","https://www.noon.com/egypt-en/athlete-home-yoga-foam-roller-45cm/ZB12BDB8FACF6B17C4801Z/p/?o=zb12bdb8facf6b17c4801z-1","Athlete Home Yoga Foam Roller 45cm","EGP 300.00 (Inclusive of VAT)","null","null","null","null"
"1666980871-271","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","Prickly Pear Sweat
Absorbent Anti Slip ……EGP 789.00EGP 99921% Off","https://www.noon.com/egypt-en/sweat-absorbent-anti-slip-strength-travel-yoga-mat-61-cm/N35941523A/p/?o=ec4ebccd39000afd","Sweat Absorbent Anti Slip Strength Travel Yoga Mat 61 cm","EGP 789.00 Inclusive of VAT","EGP 999.00","null","null","21% Off"
"1666980875-272","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","TOEON 5-Piece
Fitness Exercise Yog……EGP 160.00 4.5216","https://www.noon.com/egypt-en/5-piece-fitness-exercise-yoga-stretching-strap-with-cloth-bag/N28558709A/p/?o=a71ff5024c15d49e","5-Piece Fitness Exercise Yoga Stretching Strap With Cloth Bag","EGP 160.00 (Inclusive of VAT)","null","4.5","216 Ratings","null"
"1666980879-273","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","USE CODE DISC50 - BUY FOR 500 & GET 50 OFFAthlete Home
Exercise Mat 5Mm E……EGP 200.00","https://www.noon.com/egypt-en/exercise-mat-5mm-eva/ZFEE22B4CAE429FFBB22DZ/p/?o=zfee22b4cae429ffbb22dz-1","Exercise Mat 5Mm Eva","EGP 200.00 (Inclusive of VAT)","null","null","null","null"
"1666980886-274","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","USE CODE DISC50 - BUY FOR 500 & GET 50 OFFAthlete Home
Exercise Mat 5Mm P……EGP 199.00EGP 30033% Off","https://www.noon.com/egypt-en/exercise-mat-5mm-pvc/Z0873F2D82DC5585474EAZ/p/?o=z0873f2d82dc5585474eaz-1","Exercise Mat 5Mm Pvc","EGP 199.00 Inclusive of VAT","EGP 300.00","null","null","33% Off"
"1666980891-275","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","USE CODE DISC50 - BUY FOR 500 & GET 50 OFFAthlete Home Heat
Yoga Ball With Blow……EGP 253.00","https://www.noon.com/egypt-en/heat-yoga-ball-with-blower-65centimeter/N38132274A/p/?o=f7e25f0ea96619fc","Heat Yoga Ball With Blower 65centimeter","EGP 253.00 (Inclusive of VAT)","null","null","null","null"
"1666980896-276","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","USE CODE DISC50 - BUY FOR 500 & GET 50 OFFAthlete Home Yoga
Ball 2021 65cm …EGP 159.00","https://www.noon.com/egypt-en/yoga-ball-2021-65cm/N51237367A/p/?o=caadc10a1c81c2cf","Yoga Ball 2021 65cm","EGP 159.00 (Inclusive of VAT)","null","null","null","null"
"1666980901-277","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","Spurt Yoga Roller
30cm …EGP 210.00EGP 33236% Off","https://www.noon.com/egypt-en/yoga-roller-30cm/N51379862A/p/?o=f62950b0df952a0a","Yoga Roller 30cm","EGP 210.00 Inclusive of VAT","EGP 332.00","null","null","36% Off"
"1666980905-278","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","USE CODE DISC50 - BUY FOR 500 & GET 50 OFFAthlete Home
Exercise Mat 5Mm E……EGP 228.00","https://www.noon.com/egypt-en/exercise-mat-5mm-eva/Z1A602F6AF04BED4E260FZ/p/?o=z1a602f6af04bed4e260fz-1","Exercise Mat 5Mm Eva","EGP 228.00 (Inclusive of VAT)","null","null","null","null"
"1666980909-279","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","USE CODE DISC50 - BUY FOR 500 & GET 50 OFFAthlete Home Power
Pull High End Mat …EGP 360.00EGP 40010% Off","https://www.noon.com/egypt-en/power-pull-high-end-mat/Z5E8B1D3A8CD1EDC0EF3FZ/p/?o=z5e8b1d3a8cd1edc0ef3fz-1","Power Pull High End Mat","EGP 360.00 Inclusive of VAT","EGP 400.00","null","null","10% Off"
"1666980915-280","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","USE CODE DISC50 - BUY FOR 500 & GET 50 OFFAthlete Home Athlete
Home 5mm Mat Wit……EGP 200.00","https://www.noon.com/egypt-en/athlete-home-5mm-mat-with-bag/Z0C624E65219011A8526EZ/p/?o=z0c624e65219011a8526ez-1","Athlete Home 5mm Mat With Bag","EGP 200.00 (Inclusive of VAT)","null","null","null","null"
"1666980919-281","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","USE CODE DISC50 - BUY FOR 500 & GET 50 OFFAthlete Home
Exercise Mat 5Mm E……EGP 228.00","https://www.noon.com/egypt-en/exercise-mat-5mm-eva/ZBE82189E5CC582A4D612Z/p/?o=zbe82189e5cc582a4d612z-1","Exercise Mat 5Mm Eva","EGP 228.00 (Inclusive of VAT)","null","null","null","null"
"1666980925-282","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","UFIT Non Slip Yoga
Mat With Carrying B……EGP 198.00EGP 45056% Off 3.33","https://www.noon.com/egypt-en/non-slip-yoga-mat-with-carrying-bag-61-cm/N39552103A/p/?o=c653415b4360437f","Non Slip Yoga Mat With Carrying Bag 61 cm","EGP 198.00 Inclusive of VAT","EGP 450.00","3.3","3 Ratings","56% Off"
"1666980932-283","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","USE CODE DISC50 - BUY FOR 500 & GET 50 OFFAthlete Home Athlete
Home Foam Roller ……EGP 249.00","https://www.noon.com/egypt-en/athlete-home-foam-roller-multi-color/Z33836E9B35BF66098518Z/p/?o=z33836e9b35bf66098518z-1","Athlete Home Foam Roller multi Color","EGP 249.00 (Inclusive of VAT)","null","null","null","null"
"1666980938-284","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","BODY SCULPTURE
Cork Yoga Mat …EGP 739.00EGP 104929% Off","https://www.noon.com/egypt-en/cork-yoga-mat/N52252533A/p/?o=f3d9eb65227cdcaf","Cork Yoga Mat","EGP 739.00 Inclusive of VAT","EGP 1049.00","null","null","29% Off"
"1666980945-285","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","USE CODE DISC50 - BUY FOR 500 & GET 50 OFFAthlete Home
Exercise Mat 5Mm E……EGP 228.00","https://www.noon.com/egypt-en/exercise-mat-5mm-eva/Z5E9AE9A0236BFF7F7BEAZ/p/?o=z5e9ae9a0236bff7f7beaz-1","Exercise Mat 5Mm Eva","EGP 228.00 (Inclusive of VAT)","null","null","null","null"
"1666980951-286","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","USE CODE DISC50 - BUY FOR 500 & GET 50 OFFAthlete Home Yoga
Ball 2021 55cm …EGP 150.00 5.01","https://www.noon.com/egypt-en/yoga-ball-2021-55cm/N51237366A/p/?o=f1eac5b35d4d5bab","Yoga Ball 2021 55cm","EGP 150.00 (Inclusive of VAT)","null","5.0","1 Rating","null"
"1666980957-287","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","BODY SCULPTURE
Full Round Foam Rol……EGP 520.00EGP 66722% Off","https://www.noon.com/egypt-en/full-round-foam-roller-15x45centimeter/N35279634A/p/?o=cc049fe0ee46968f","Full Round Foam Roller 15x45centimeter","EGP 520.00 Inclusive of VAT","EGP 667.00","null","null","22% Off"
"1666980962-288","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","USE CODE DISC50 - BUY FOR 500 & GET 50 OFFAthlete Home
Exercise Mat 5Mm E……EGP 200.00","https://www.noon.com/egypt-en/exercise-mat-5mm-eva/Z50166D93AE113A3BD14CZ/p/?o=z50166d93ae113a3bd14cz-1","Exercise Mat 5Mm Eva","EGP 200.00 (Inclusive of VAT)","null","null","null","null"
"1666980967-289","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","SportQ Yoga Mat With
Holder Strap And Ba……EGP 149.00 3.02","https://www.noon.com/egypt-en/yoga-mat-with-holder-strap-and-bag-blue/ZC054A09293DAA8DD87CEZ/p/?o=zc054a09293daa8dd87cez-1","Yoga Mat With Holder Strap And Bag - Blue","EGP 149.00 (Inclusive of VAT)","null","3.0","2 Ratings","null"
"1666980972-290","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","USE CODE DISC50 - BUY FOR 500 & GET 50 OFFAthlete Home Yoga
Ball 2021 85cm …EGP 179.00","https://www.noon.com/egypt-en/yoga-ball-2021-85cm/N51237369A/p/?o=d04894b993140e3f","Yoga Ball 2021 85cm","EGP 179.00 (Inclusive of VAT)","null","null","null","null"
"1666980976-291","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","Best SellerGeneric Non Slip
Yoga Mat With Carry……EGP 159.00EGP 20723% Off 4.214","https://www.noon.com/egypt-en/non-slip-yoga-mat-with-carrying-bag/N39552148A/p/?o=fb086e376afc5e3c","Non Slip Yoga Mat With Carrying Bag","EGP 159.00 Inclusive of VAT","EGP 206.70","4.2","14 Ratings","23% Off"
"1666980981-292","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","USE CODE DISC50 - BUY FOR 500 & GET 50 OFFAthlete Home
Exercise Mat …EGP 280.00EGP 35020% Off","https://www.noon.com/egypt-en/exercise-mat/Z81BD7364A53373681379Z/p/?o=z81bd7364a53373681379z-1","Exercise Mat","EGP 280.00 Inclusive of VAT","EGP 350.00","null","null","20% Off"
"1666980986-293","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","USE CODE DISC50 - BUY FOR 500 & GET 50 OFFAthlete Home
Exercise Mat …EGP 350.00","https://www.noon.com/egypt-en/exercise-mat/Z03A287907900991A3B28Z/p/?o=z03a287907900991a3b28z-1","Exercise Mat","EGP 350.00 (Inclusive of VAT)","null","null","null","null"
"1666980991-294","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","USE CODE DISC50 - BUY FOR 500 & GET 50 OFFAthlete Home
Exercise Mat 6 mm c……EGP 200.00","https://www.noon.com/egypt-en/exercise-mat-6-mm-colors-pvc/ZF49FCAD2F3676C8222BAZ/p/?o=zf49fcad2f3676c8222baz-1","Exercise Mat 6 mm colors PVC","EGP 200.00 (Inclusive of VAT)","null","null","null","null"
"1666980996-295","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","SportQ Yoga Mat With
Holder Strap And Ba……EGP 129.00","https://www.noon.com/egypt-en/yoga-mat-with-holder-strap-and-bag/ZA91B32C151398A72BB24Z/p/?o=za91b32c151398a72bb24z-1","Yoga Mat With Holder Strap And Bag","EGP 129.00 (Inclusive of VAT)","null","null","null","null"
"1666981002-296","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","USE CODE DISC50 - BUY FOR 500 & GET 50 OFFAthlete Home Leather
Gym Sand Bag 100c……EGP 560.00EGP 70020% Off","https://www.noon.com/egypt-en/leather-gym-sand-bag-100cm/N52997044A/p/?o=b1cadc6eef97ef2f","Leather Gym Sand Bag 100cm","EGP 560.00 Inclusive of VAT","EGP 700.00","null","null","20% Off"
"1666981007-297","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","USE CODE DISC50 - BUY FOR 500 & GET 50 OFFAthlete Home
Exercise Mat …EGP 350.00 4.01","https://www.noon.com/egypt-en/exercise-mat/ZEBED6D16E0EC765CAF2EZ/p/?o=zebed6d16e0ec765caf2ez-1","Exercise Mat","EGP 350.00 (Inclusive of VAT)","null","4.0","1 Rating","null"
"1666981011-298","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","Spurt 18D-141 Yoga
Roller Pink 30cm …EGP 182.00EGP 29337% Off 5.01","https://www.noon.com/egypt-en/18d-141-yoga-roller-pink-30cm/N46040263A/p/?o=e136e8d59160f04b","18D-141 Yoga Roller Pink 30cm","EGP 182.00 Inclusive of VAT","EGP 293.00","5.0","1 Rating","37% Off"
"1666981015-299","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","USE CODE DISC50 - BUY FOR 500 & GET 50 OFFAthlete Home Yoga
Ball 2021 75cm …EGP 169.00","https://www.noon.com/egypt-en/yoga-ball-2021-75cm/N51237368A/p/?o=ba6f3906d4e85c7e","Yoga Ball 2021 75cm","EGP 169.00 (Inclusive of VAT)","null","null","null","null"
"1666981020-300","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","USE CODE DISC50 - BUY FOR 500 & GET 50 OFFBest SellerAthlete Home
Exercise Mat 5Mm E……EGP 200.00","https://www.noon.com/egypt-en/exercise-mat-5mm-eva/Z259A4C993D699276358CZ/p/?o=z259a4c993d699276358cz-1","Exercise Mat 5Mm Eva","EGP 200.00 (Inclusive of VAT)","null","null","null","null"
